rest_key,rest_coop,reporting_day,daypart_name,daypart_description,daypart_sales,daypart_transaction_qty
1364,SEA/TCA WA CP-0024,2010-01-31,Total Day,All hours,4026.64,651
1364,SEA/TCA WA CP-0024,2010-02-01,After 4PM,4PM - Close,1535.98,244
1364,SEA/TCA WA CP-0024,2010-02-01,Afternoon,2PM - 4PM,650.21,113
1364,SEA/TCA WA CP-0024,2010-02-01,Breakfast,Open - 10:30AM (11AM weekend),795.55,197
1364,SEA/TCA WA CP-0024,2010-02-01,Dinner,4PM - 9PM,1258.91,193
1364,SEA/TCA WA CP-0024,2010-02-01,Evening,9PM - Close,277.07,51
1364,SEA/TCA WA CP-0024,2010-02-01,Late Night,11PM - 5AM,21.02,4
1364,SEA/TCA WA CP-0024,2010-02-01,Lunch,11AM -  2PM,1035.94,178
1364,SEA/TCA WA CP-0024,2010-02-01,Morning,Open - 11AM,876.18,213
1364,SEA/TCA WA CP-0024,2010-02-01,Regular Menu,10:30AM (11AM weekend) - Close,3302.76,551
1364,SEA/TCA WA CP-0024,2010-02-01,Total Day,All hours,4098.31,748
5357,SEA/TCA WA CP-0024,2010-01-02,After 4PM,4PM - Close,855.37,143
5357,SEA/TCA WA CP-0024,2010-01-02,Afternoon,2PM - 4PM,390.31,80
5357,SEA/TCA WA CP-0024,2010-01-02,Breakfast,Open - 10:30AM (11AM weekend),800.69,159
5357,SEA/TCA WA CP-0024,2010-01-02,Dinner,4PM - 9PM,713.09,119
5357,SEA/TCA WA CP-0024,2010-01-02,Evening,9PM - Close,142.28,24
5357,SEA/TCA WA CP-0024,2010-01-02,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-02,Lunch,11AM -  2PM,807.5,140
5357,SEA/TCA WA CP-0024,2010-01-02,Morning,Open - 11AM,800.69,159
5357,SEA/TCA WA CP-0024,2010-01-02,Regular Menu,10:30AM (11AM weekend) - Close,2053.18,363
5357,SEA/TCA WA CP-0024,2010-01-02,Total Day,All hours,2853.87,522
5357,SEA/TCA WA CP-0024,2010-01-03,After 4PM,4PM - Close,934.06,150
5357,SEA/TCA WA CP-0024,2010-01-03,Afternoon,2PM - 4PM,513.63,77
5357,SEA/TCA WA CP-0024,2010-01-03,Breakfast,Open - 10:30AM (11AM weekend),776.73,133
5357,SEA/TCA WA CP-0024,2010-01-03,Dinner,4PM - 9PM,757.4,115
5357,SEA/TCA WA CP-0024,2010-01-03,Evening,9PM - Close,176.66,35
5357,SEA/TCA WA CP-0024,2010-01-03,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-03,Lunch,11AM -  2PM,742.77,121
5357,SEA/TCA WA CP-0024,2010-01-03,Morning,Open - 11AM,776.73,133
5357,SEA/TCA WA CP-0024,2010-01-03,Regular Menu,10:30AM (11AM weekend) - Close,2190.46,348
5357,SEA/TCA WA CP-0024,2010-01-03,Total Day,All hours,2967.19,481
5357,SEA/TCA WA CP-0024,2010-01-04,After 4PM,4PM - Close,949.95,171
5357,SEA/TCA WA CP-0024,2010-01-04,Afternoon,2PM - 4PM,565.79,117
5357,SEA/TCA WA CP-0024,2010-01-04,Breakfast,Open - 10:30AM (11AM weekend),1286.72,298
5357,SEA/TCA WA CP-0024,2010-01-04,Dinner,4PM - 9PM,794.12,144
5357,SEA/TCA WA CP-0024,2010-01-04,Evening,9PM - Close,155.83,27
5357,SEA/TCA WA CP-0024,2010-01-04,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-04,Lunch,11AM -  2PM,1598.66,287
5357,SEA/TCA WA CP-0024,2010-01-04,Morning,Open - 11AM,1434.79,333
5357,SEA/TCA WA CP-0024,2010-01-04,Regular Menu,10:30AM (11AM weekend) - Close,3262.47,610
5357,SEA/TCA WA CP-0024,2010-01-04,Total Day,All hours,4549.19,908
5357,SEA/TCA WA CP-0024,2010-01-05,After 4PM,4PM - Close,896.41,168
5357,SEA/TCA WA CP-0024,2010-01-05,Afternoon,2PM - 4PM,573.36,96
5357,SEA/TCA WA CP-0024,2010-01-05,Breakfast,Open - 10:30AM (11AM weekend),1206.24,282
5357,SEA/TCA WA CP-0024,2010-01-05,Dinner,4PM - 9PM,773.45,142
5357,SEA/TCA WA CP-0024,2010-01-05,Evening,9PM - Close,122.96,26
5357,SEA/TCA WA CP-0024,2010-01-05,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-05,Lunch,11AM -  2PM,1870.5,323
5357,SEA/TCA WA CP-0024,2010-01-05,Morning,Open - 11AM,1446.02,326
5357,SEA/TCA WA CP-0024,2010-01-05,Regular Menu,10:30AM (11AM weekend) - Close,3580.05,631
5357,SEA/TCA WA CP-0024,2010-01-05,Total Day,All hours,4786.29,913
5357,SEA/TCA WA CP-0024,2010-01-06,After 4PM,4PM - Close,1065.25,183
5357,SEA/TCA WA CP-0024,2010-01-06,Afternoon,2PM - 4PM,534.06,109
5357,SEA/TCA WA CP-0024,2010-01-06,Breakfast,Open - 10:30AM (11AM weekend),1212.39,282
5357,SEA/TCA WA CP-0024,2010-01-06,Dinner,4PM - 9PM,891.83,155
5357,SEA/TCA WA CP-0024,2010-01-06,Evening,9PM - Close,173.42,28
5357,SEA/TCA WA CP-0024,2010-01-06,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-06,Lunch,11AM -  2PM,1657.67,302
5357,SEA/TCA WA CP-0024,2010-01-06,Morning,Open - 11AM,1310.49,305
5357,SEA/TCA WA CP-0024,2010-01-06,Regular Menu,10:30AM (11AM weekend) - Close,3355.08,617
5357,SEA/TCA WA CP-0024,2010-01-06,Total Day,All hours,4567.47,899
5357,SEA/TCA WA CP-0024,2010-01-07,After 4PM,4PM - Close,1159.35,194
5357,SEA/TCA WA CP-0024,2010-01-07,Afternoon,2PM - 4PM,440.37,91
5357,SEA/TCA WA CP-0024,2010-01-07,Breakfast,Open - 10:30AM (11AM weekend),1424.6,303
5357,SEA/TCA WA CP-0024,2010-01-07,Dinner,4PM - 9PM,989.92,157
5357,SEA/TCA WA CP-0024,2010-01-07,Evening,9PM - Close,169.43,37
5357,SEA/TCA WA CP-0024,2010-01-07,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-07,Lunch,11AM -  2PM,1794.87,323
5357,SEA/TCA WA CP-0024,2010-01-07,Morning,Open - 11AM,1578.71,335
5357,SEA/TCA WA CP-0024,2010-01-07,Regular Menu,10:30AM (11AM weekend) - Close,3548.7,640
5357,SEA/TCA WA CP-0024,2010-01-07,Total Day,All hours,4973.3,943
5357,SEA/TCA WA CP-0024,2010-01-08,After 4PM,4PM - Close,1172.11,185
5357,SEA/TCA WA CP-0024,2010-01-08,Afternoon,2PM - 4PM,484.75,98
5357,SEA/TCA WA CP-0024,2010-01-08,Breakfast,Open - 10:30AM (11AM weekend),1587.58,332
5357,SEA/TCA WA CP-0024,2010-01-08,Dinner,4PM - 9PM,871.25,139
5357,SEA/TCA WA CP-0024,2010-01-08,Evening,9PM - Close,300.86,46
5357,SEA/TCA WA CP-0024,2010-01-08,Late Night,11PM - 5AM,8.77,1
5357,SEA/TCA WA CP-0024,2010-01-08,Lunch,11AM -  2PM,1872.27,333
5357,SEA/TCA WA CP-0024,2010-01-08,Morning,Open - 11AM,1685.37,352
5357,SEA/TCA WA CP-0024,2010-01-08,Regular Menu,10:30AM (11AM weekend) - Close,3626.92,636
5357,SEA/TCA WA CP-0024,2010-01-08,Total Day,All hours,5214.5,968
5357,SEA/TCA WA CP-0024,2010-01-09,After 4PM,4PM - Close,784.23,130
5357,SEA/TCA WA CP-0024,2010-01-09,Afternoon,2PM - 4PM,505.2,76
5357,SEA/TCA WA CP-0024,2010-01-09,Breakfast,Open - 10:30AM (11AM weekend),1100.06,219
5357,SEA/TCA WA CP-0024,2010-01-09,Dinner,4PM - 9PM,632.63,101
5357,SEA/TCA WA CP-0024,2010-01-09,Evening,9PM - Close,151.6,29
5357,SEA/TCA WA CP-0024,2010-01-09,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-09,Lunch,11AM -  2PM,913.39,160
5357,SEA/TCA WA CP-0024,2010-01-09,Morning,Open - 11AM,1100.06,219
5357,SEA/TCA WA CP-0024,2010-01-09,Regular Menu,10:30AM (11AM weekend) - Close,2202.82,366
5357,SEA/TCA WA CP-0024,2010-01-09,Total Day,All hours,3302.88,585
5357,SEA/TCA WA CP-0024,2010-01-10,After 4PM,4PM - Close,895.31,135
5357,SEA/TCA WA CP-0024,2010-01-10,Afternoon,2PM - 4PM,412.07,69
5357,SEA/TCA WA CP-0024,2010-01-10,Breakfast,Open - 10:30AM (11AM weekend),643.37,114
5357,SEA/TCA WA CP-0024,2010-01-10,Dinner,4PM - 9PM,784.03,115
5357,SEA/TCA WA CP-0024,2010-01-10,Evening,9PM - Close,111.28,20
5357,SEA/TCA WA CP-0024,2010-01-10,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-10,Lunch,11AM -  2PM,612.89,108
5357,SEA/TCA WA CP-0024,2010-01-10,Morning,Open - 11AM,643.37,114
5357,SEA/TCA WA CP-0024,2010-01-10,Regular Menu,10:30AM (11AM weekend) - Close,1920.27,312
5357,SEA/TCA WA CP-0024,2010-01-10,Total Day,All hours,2563.64,426
5357,SEA/TCA WA CP-0024,2010-01-11,After 4PM,4PM - Close,1045.65,204
5357,SEA/TCA WA CP-0024,2010-01-11,Afternoon,2PM - 4PM,503.2,97
5357,SEA/TCA WA CP-0024,2010-01-11,Breakfast,Open - 10:30AM (11AM weekend),1077.75,259
5357,SEA/TCA WA CP-0024,2010-01-11,Dinner,4PM - 9PM,929.49,177
5357,SEA/TCA WA CP-0024,2010-01-11,Evening,9PM - Close,116.16,27
5357,SEA/TCA WA CP-0024,2010-01-11,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-11,Lunch,11AM -  2PM,1661.32,317
5357,SEA/TCA WA CP-0024,2010-01-11,Morning,Open - 11AM,1223.89,289
5357,SEA/TCA WA CP-0024,2010-01-11,Regular Menu,10:30AM (11AM weekend) - Close,3356.31,648
5357,SEA/TCA WA CP-0024,2010-01-11,Total Day,All hours,4434.06,907
5357,SEA/TCA WA CP-0024,2010-01-12,After 4PM,4PM - Close,1038.36,191
5357,SEA/TCA WA CP-0024,2010-01-12,Afternoon,2PM - 4PM,579.27,107
5357,SEA/TCA WA CP-0024,2010-01-12,Breakfast,Open - 10:30AM (11AM weekend),1139.87,283
5357,SEA/TCA WA CP-0024,2010-01-12,Dinner,4PM - 9PM,892.31,165
5357,SEA/TCA WA CP-0024,2010-01-12,Evening,9PM - Close,146.05,26
5357,SEA/TCA WA CP-0024,2010-01-12,Late Night,11PM - 5AM,22.6,6
5357,SEA/TCA WA CP-0024,2010-01-12,Lunch,11AM -  2PM,1573.39,300
5357,SEA/TCA WA CP-0024,2010-01-12,Morning,Open - 11AM,1260.11,311
5357,SEA/TCA WA CP-0024,2010-01-12,Regular Menu,10:30AM (11AM weekend) - Close,3311.26,626
5357,SEA/TCA WA CP-0024,2010-01-12,Total Day,All hours,4451.13,909
5357,SEA/TCA WA CP-0024,2010-01-13,After 4PM,4PM - Close,1091.72,186
5357,SEA/TCA WA CP-0024,2010-01-13,Afternoon,2PM - 4PM,540.26,104
5357,SEA/TCA WA CP-0024,2010-01-13,Breakfast,Open - 10:30AM (11AM weekend),1304.43,283
5357,SEA/TCA WA CP-0024,2010-01-13,Dinner,4PM - 9PM,962.13,160
5357,SEA/TCA WA CP-0024,2010-01-13,Evening,9PM - Close,129.59,26
5357,SEA/TCA WA CP-0024,2010-01-13,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-13,Lunch,11AM -  2PM,1739.66,322
5357,SEA/TCA WA CP-0024,2010-01-13,Morning,Open - 11AM,1497.45,316
5357,SEA/TCA WA CP-0024,2010-01-13,Regular Menu,10:30AM (11AM weekend) - Close,3564.66,645
5357,SEA/TCA WA CP-0024,2010-01-13,Total Day,All hours,4869.09,928
5357,SEA/TCA WA CP-0024,2010-01-14,After 4PM,4PM - Close,951.47,167
5357,SEA/TCA WA CP-0024,2010-01-14,Afternoon,2PM - 4PM,538.39,102
5357,SEA/TCA WA CP-0024,2010-01-14,Breakfast,Open - 10:30AM (11AM weekend),1442.04,333
5357,SEA/TCA WA CP-0024,2010-01-14,Dinner,4PM - 9PM,731.05,133
5357,SEA/TCA WA CP-0024,2010-01-14,Evening,9PM - Close,220.42,34
5357,SEA/TCA WA CP-0024,2010-01-14,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-14,Lunch,11AM -  2PM,1803.15,330
5357,SEA/TCA WA CP-0024,2010-01-14,Morning,Open - 11AM,1549.42,356
5357,SEA/TCA WA CP-0024,2010-01-14,Regular Menu,10:30AM (11AM weekend) - Close,3400.39,622
5357,SEA/TCA WA CP-0024,2010-01-14,Total Day,All hours,4842.43,955
5357,SEA/TCA WA CP-0024,2010-01-15,After 4PM,4PM - Close,1139.22,199
5357,SEA/TCA WA CP-0024,2010-01-15,Afternoon,2PM - 4PM,532.01,113
5357,SEA/TCA WA CP-0024,2010-01-15,Breakfast,Open - 10:30AM (11AM weekend),1431.65,311
5357,SEA/TCA WA CP-0024,2010-01-15,Dinner,4PM - 9PM,936.72,162
5357,SEA/TCA WA CP-0024,2010-01-15,Evening,9PM - Close,202.5,37
5357,SEA/TCA WA CP-0024,2010-01-15,Late Night,11PM - 5AM,8.67,2
5357,SEA/TCA WA CP-0024,2010-01-15,Lunch,11AM -  2PM,1786.04,319
5357,SEA/TCA WA CP-0024,2010-01-15,Morning,Open - 11AM,1572.91,337
5357,SEA/TCA WA CP-0024,2010-01-15,Regular Menu,10:30AM (11AM weekend) - Close,3598.53,657
5357,SEA/TCA WA CP-0024,2010-01-15,Total Day,All hours,5030.18,968
5357,SEA/TCA WA CP-0024,2010-01-16,After 4PM,4PM - Close,790.64,141
5357,SEA/TCA WA CP-0024,2010-01-16,Afternoon,2PM - 4PM,514.55,70
5357,SEA/TCA WA CP-0024,2010-01-16,Breakfast,Open - 10:30AM (11AM weekend),1304.0,231
5357,SEA/TCA WA CP-0024,2010-01-16,Dinner,4PM - 9PM,646.59,115
5357,SEA/TCA WA CP-0024,2010-01-16,Evening,9PM - Close,144.05,26
5357,SEA/TCA WA CP-0024,2010-01-16,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-16,Lunch,11AM -  2PM,952.59,149
5357,SEA/TCA WA CP-0024,2010-01-16,Morning,Open - 11AM,1304.0,231
5357,SEA/TCA WA CP-0024,2010-01-16,Regular Menu,10:30AM (11AM weekend) - Close,2257.78,360
5357,SEA/TCA WA CP-0024,2010-01-16,Total Day,All hours,3561.78,591
5357,SEA/TCA WA CP-0024,2010-01-17,After 4PM,4PM - Close,708.18,124
5357,SEA/TCA WA CP-0024,2010-01-17,Afternoon,2PM - 4PM,517.74,75
5357,SEA/TCA WA CP-0024,2010-01-17,Breakfast,Open - 10:30AM (11AM weekend),750.64,115
5357,SEA/TCA WA CP-0024,2010-01-17,Dinner,4PM - 9PM,601.08,96
5357,SEA/TCA WA CP-0024,2010-01-17,Evening,9PM - Close,107.1,28
5357,SEA/TCA WA CP-0024,2010-01-17,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-17,Lunch,11AM -  2PM,728.15,102
5357,SEA/TCA WA CP-0024,2010-01-17,Morning,Open - 11AM,750.64,115
5357,SEA/TCA WA CP-0024,2010-01-17,Regular Menu,10:30AM (11AM weekend) - Close,1954.07,301
5357,SEA/TCA WA CP-0024,2010-01-17,Total Day,All hours,2704.71,416
5357,SEA/TCA WA CP-0024,2010-01-18,After 4PM,4PM - Close,823.75,154
5357,SEA/TCA WA CP-0024,2010-01-18,Afternoon,2PM - 4PM,426.31,79
5357,SEA/TCA WA CP-0024,2010-01-18,Breakfast,Open - 10:30AM (11AM weekend),1010.82,239
5357,SEA/TCA WA CP-0024,2010-01-18,Dinner,4PM - 9PM,744.85,135
5357,SEA/TCA WA CP-0024,2010-01-18,Evening,9PM - Close,78.9,19
5357,SEA/TCA WA CP-0024,2010-01-18,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-18,Lunch,11AM -  2PM,1680.35,290
5357,SEA/TCA WA CP-0024,2010-01-18,Morning,Open - 11AM,1129.3,261
5357,SEA/TCA WA CP-0024,2010-01-18,Regular Menu,10:30AM (11AM weekend) - Close,3048.89,545
5357,SEA/TCA WA CP-0024,2010-01-18,Total Day,All hours,4059.71,784
5357,SEA/TCA WA CP-0024,2010-01-19,After 4PM,4PM - Close,966.19,179
5357,SEA/TCA WA CP-0024,2010-01-19,Afternoon,2PM - 4PM,519.07,100
5357,SEA/TCA WA CP-0024,2010-01-19,Breakfast,Open - 10:30AM (11AM weekend),1230.74,302
5357,SEA/TCA WA CP-0024,2010-01-19,Dinner,4PM - 9PM,788.4,152
5357,SEA/TCA WA CP-0024,2010-01-19,Evening,9PM - Close,177.79,27
5357,SEA/TCA WA CP-0024,2010-01-19,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-19,Lunch,11AM -  2PM,1859.2,320
5357,SEA/TCA WA CP-0024,2010-01-19,Morning,Open - 11AM,1366.6,333
5357,SEA/TCA WA CP-0024,2010-01-19,Regular Menu,10:30AM (11AM weekend) - Close,3480.32,630
5357,SEA/TCA WA CP-0024,2010-01-19,Total Day,All hours,4711.06,932
5357,SEA/TCA WA CP-0024,2010-01-20,After 4PM,4PM - Close,1079.69,198
5357,SEA/TCA WA CP-0024,2010-01-20,Afternoon,2PM - 4PM,588.33,117
5357,SEA/TCA WA CP-0024,2010-01-20,Breakfast,Open - 10:30AM (11AM weekend),1329.66,315
5357,SEA/TCA WA CP-0024,2010-01-20,Dinner,4PM - 9PM,875.82,167
5357,SEA/TCA WA CP-0024,2010-01-20,Evening,9PM - Close,203.87,31
5357,SEA/TCA WA CP-0024,2010-01-20,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-20,Lunch,11AM -  2PM,1951.1,343
5357,SEA/TCA WA CP-0024,2010-01-20,Morning,Open - 11AM,1484.39,349
5357,SEA/TCA WA CP-0024,2010-01-20,Regular Menu,10:30AM (11AM weekend) - Close,3773.85,692
5357,SEA/TCA WA CP-0024,2010-01-20,Total Day,All hours,5103.51,1007
5357,SEA/TCA WA CP-0024,2010-01-21,After 4PM,4PM - Close,991.88,201
5357,SEA/TCA WA CP-0024,2010-01-21,Afternoon,2PM - 4PM,514.83,110
5357,SEA/TCA WA CP-0024,2010-01-21,Breakfast,Open - 10:30AM (11AM weekend),1424.92,325
5357,SEA/TCA WA CP-0024,2010-01-21,Dinner,4PM - 9PM,863.93,169
5357,SEA/TCA WA CP-0024,2010-01-21,Evening,9PM - Close,127.95,32
5357,SEA/TCA WA CP-0024,2010-01-21,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-21,Lunch,11AM -  2PM,1917.26,363
5357,SEA/TCA WA CP-0024,2010-01-21,Morning,Open - 11AM,1610.03,364
5357,SEA/TCA WA CP-0024,2010-01-21,Regular Menu,10:30AM (11AM weekend) - Close,3609.08,713
5357,SEA/TCA WA CP-0024,2010-01-21,Total Day,All hours,5034.0,1038
5357,SEA/TCA WA CP-0024,2010-01-22,After 4PM,4PM - Close,1206.06,212
5357,SEA/TCA WA CP-0024,2010-01-22,Afternoon,2PM - 4PM,549.65,115
5357,SEA/TCA WA CP-0024,2010-01-22,Breakfast,Open - 10:30AM (11AM weekend),1410.88,328
5357,SEA/TCA WA CP-0024,2010-01-22,Dinner,4PM - 9PM,984.84,176
5357,SEA/TCA WA CP-0024,2010-01-22,Evening,9PM - Close,221.22,36
5357,SEA/TCA WA CP-0024,2010-01-22,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-22,Lunch,11AM -  2PM,1852.76,333
5357,SEA/TCA WA CP-0024,2010-01-22,Morning,Open - 11AM,1562.73,356
5357,SEA/TCA WA CP-0024,2010-01-22,Regular Menu,10:30AM (11AM weekend) - Close,3760.32,688
5357,SEA/TCA WA CP-0024,2010-01-22,Total Day,All hours,5171.2,1016
5357,SEA/TCA WA CP-0024,2010-01-23,After 4PM,4PM - Close,1056.65,174
5357,SEA/TCA WA CP-0024,2010-01-23,Afternoon,2PM - 4PM,405.47,73
5357,SEA/TCA WA CP-0024,2010-01-23,Breakfast,Open - 10:30AM (11AM weekend),1354.97,252
5357,SEA/TCA WA CP-0024,2010-01-23,Dinner,4PM - 9PM,864.26,145
5357,SEA/TCA WA CP-0024,2010-01-23,Evening,9PM - Close,192.39,29
5357,SEA/TCA WA CP-0024,2010-01-23,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-23,Lunch,11AM -  2PM,1141.68,181
5357,SEA/TCA WA CP-0024,2010-01-23,Morning,Open - 11AM,1354.97,252
5357,SEA/TCA WA CP-0024,2010-01-23,Regular Menu,10:30AM (11AM weekend) - Close,2603.8,428
5357,SEA/TCA WA CP-0024,2010-01-23,Total Day,All hours,3958.77,680
5357,SEA/TCA WA CP-0024,2010-01-24,After 4PM,4PM - Close,727.01,113
5357,SEA/TCA WA CP-0024,2010-01-24,Afternoon,2PM - 4PM,379.47,62
5357,SEA/TCA WA CP-0024,2010-01-24,Breakfast,Open - 10:30AM (11AM weekend),843.22,145
5357,SEA/TCA WA CP-0024,2010-01-24,Dinner,4PM - 9PM,668.34,103
5357,SEA/TCA WA CP-0024,2010-01-24,Evening,9PM - Close,58.67,10
5357,SEA/TCA WA CP-0024,2010-01-24,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-24,Lunch,11AM -  2PM,668.54,118
5357,SEA/TCA WA CP-0024,2010-01-24,Morning,Open - 11AM,843.22,145
5357,SEA/TCA WA CP-0024,2010-01-24,Regular Menu,10:30AM (11AM weekend) - Close,1775.02,293
5357,SEA/TCA WA CP-0024,2010-01-24,Total Day,All hours,2618.24,438
5357,SEA/TCA WA CP-0024,2010-01-25,After 4PM,4PM - Close,965.95,190
5357,SEA/TCA WA CP-0024,2010-01-25,Afternoon,2PM - 4PM,535.63,105
5357,SEA/TCA WA CP-0024,2010-01-25,Breakfast,Open - 10:30AM (11AM weekend),1155.81,296
5357,SEA/TCA WA CP-0024,2010-01-25,Dinner,4PM - 9PM,844.6,165
5357,SEA/TCA WA CP-0024,2010-01-25,Evening,9PM - Close,121.35,25
5357,SEA/TCA WA CP-0024,2010-01-25,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-25,Lunch,11AM -  2PM,1591.17,294
5357,SEA/TCA WA CP-0024,2010-01-25,Morning,Open - 11AM,1355.32,335
5357,SEA/TCA WA CP-0024,2010-01-25,Regular Menu,10:30AM (11AM weekend) - Close,3292.26,628
5357,SEA/TCA WA CP-0024,2010-01-25,Total Day,All hours,4448.07,924
5357,SEA/TCA WA CP-0024,2010-01-26,After 4PM,4PM - Close,988.9,203
5357,SEA/TCA WA CP-0024,2010-01-26,Afternoon,2PM - 4PM,700.15,135
5357,SEA/TCA WA CP-0024,2010-01-26,Breakfast,Open - 10:30AM (11AM weekend),1246.46,295
5357,SEA/TCA WA CP-0024,2010-01-26,Dinner,4PM - 9PM,851.91,169
5357,SEA/TCA WA CP-0024,2010-01-26,Evening,9PM - Close,136.99,34
5357,SEA/TCA WA CP-0024,2010-01-26,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-26,Lunch,11AM -  2PM,1815.38,335
5357,SEA/TCA WA CP-0024,2010-01-26,Morning,Open - 11AM,1417.01,330
5357,SEA/TCA WA CP-0024,2010-01-26,Regular Menu,10:30AM (11AM weekend) - Close,3674.98,708
5357,SEA/TCA WA CP-0024,2010-01-26,Total Day,All hours,4921.44,1003
5357,SEA/TCA WA CP-0024,2010-01-27,After 4PM,4PM - Close,1357.71,232
5357,SEA/TCA WA CP-0024,2010-01-27,Afternoon,2PM - 4PM,464.04,97
5357,SEA/TCA WA CP-0024,2010-01-27,Breakfast,Open - 10:30AM (11AM weekend),1356.3,302
5357,SEA/TCA WA CP-0024,2010-01-27,Dinner,4PM - 9PM,1163.33,193
5357,SEA/TCA WA CP-0024,2010-01-27,Evening,9PM - Close,194.38,39
5357,SEA/TCA WA CP-0024,2010-01-27,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-27,Lunch,11AM -  2PM,1788.7,321
5357,SEA/TCA WA CP-0024,2010-01-27,Morning,Open - 11AM,1504.6,334
5357,SEA/TCA WA CP-0024,2010-01-27,Regular Menu,10:30AM (11AM weekend) - Close,3758.75,682
5357,SEA/TCA WA CP-0024,2010-01-27,Total Day,All hours,5115.05,984
5357,SEA/TCA WA CP-0024,2010-01-28,After 4PM,4PM - Close,1047.3,195
5357,SEA/TCA WA CP-0024,2010-01-28,Afternoon,2PM - 4PM,462.71,96
5357,SEA/TCA WA CP-0024,2010-01-28,Breakfast,Open - 10:30AM (11AM weekend),1555.83,341
5357,SEA/TCA WA CP-0024,2010-01-28,Dinner,4PM - 9PM,862.68,158
5357,SEA/TCA WA CP-0024,2010-01-28,Evening,9PM - Close,184.62,37
5357,SEA/TCA WA CP-0024,2010-01-28,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-28,Lunch,11AM -  2PM,1910.32,353
5357,SEA/TCA WA CP-0024,2010-01-28,Morning,Open - 11AM,1722.82,369
5357,SEA/TCA WA CP-0024,2010-01-28,Regular Menu,10:30AM (11AM weekend) - Close,3587.32,672
5357,SEA/TCA WA CP-0024,2010-01-28,Total Day,All hours,5143.15,1013
5357,SEA/TCA WA CP-0024,2010-01-29,After 4PM,4PM - Close,1149.56,199
5357,SEA/TCA WA CP-0024,2010-01-29,Afternoon,2PM - 4PM,540.43,104
5357,SEA/TCA WA CP-0024,2010-01-29,Breakfast,Open - 10:30AM (11AM weekend),1735.92,350
5357,SEA/TCA WA CP-0024,2010-01-29,Dinner,4PM - 9PM,927.9,159
5357,SEA/TCA WA CP-0024,2010-01-29,Evening,9PM - Close,221.66,40
5357,SEA/TCA WA CP-0024,2010-01-29,Late Night,11PM - 5AM,11.36,2
5357,SEA/TCA WA CP-0024,2010-01-29,Lunch,11AM -  2PM,1828.34,306
5357,SEA/TCA WA CP-0024,2010-01-29,Morning,Open - 11AM,1873.83,381
5357,SEA/TCA WA CP-0024,2010-01-29,Regular Menu,10:30AM (11AM weekend) - Close,3656.24,640
5357,SEA/TCA WA CP-0024,2010-01-29,Total Day,All hours,5392.16,990
5357,SEA/TCA WA CP-0024,2010-01-30,After 4PM,4PM - Close,838.73,137
5357,SEA/TCA WA CP-0024,2010-01-30,Afternoon,2PM - 4PM,533.0,87
5357,SEA/TCA WA CP-0024,2010-01-30,Breakfast,Open - 10:30AM (11AM weekend),1223.81,229
5357,SEA/TCA WA CP-0024,2010-01-30,Dinner,4PM - 9PM,689.61,113
5357,SEA/TCA WA CP-0024,2010-01-30,Evening,9PM - Close,149.12,24
5357,SEA/TCA WA CP-0024,2010-01-30,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-30,Lunch,11AM -  2PM,1036.65,173
5357,SEA/TCA WA CP-0024,2010-01-30,Morning,Open - 11AM,1223.81,229
5357,SEA/TCA WA CP-0024,2010-01-30,Regular Menu,10:30AM (11AM weekend) - Close,2408.38,397
